"gene_id","gRNA_group","pair_type"
"SERPINH1","nt","negative_control"
"CCDC82","nt","negative_control"
"ENDOD1","nt","negative_control"
"SESN3","nt","negative_control"
"HIKESHI","nt","negative_control"
"HIKESHI","nt","negative_control"
"CELF1","nt","negative_control"
"CELF1","nt","negative_control"
"CELF1","nt","negative_control"
"ARFGAP2","nt","negative_control"
"ARFGAP2","nt","negative_control"
"C11orf49","nt","negative_control"
"PTPRJ","nt","negative_control"
"SLC43A1","nt","negative_control"
"SLC43A1","rs11820985","candidate"
"SSRP1","nt","negative_control"
"SSRP1","rs11820985","candidate"
"TNKS1BP1","nt","negative_control"
"TNKS1BP1","nt","negative_control"
"TNKS1BP1","rs11820985","candidate"
"EIF3M","nt","negative_control"
"DGKZ","nt","negative_control"
"DGKZ","nt","negative_control"
"APIP","nt","negative_control"
"HSD17B12","nt","negative_control"
"HSD17B12","nt","negative_control"
"ZNF215","nt","negative_control"
"ZNF215","nt","negative_control"
"ZNF215","nt","negative_control"
"TUT1","nt","negative_control"
"PGAP2","nt","negative_control"
"PGAP2","nt","negative_control"
"IMMP1L","nt","negative_control"
"LIN7C","nt","negative_control"
"BTBD10","nt","negative_control"
"BTBD10","nt","negative_control"
"RGS10","nt","negative_control"
"RGS10","nt","negative_control"
"PDCD11","nt","negative_control"
"PDCD11","nt","negative_control"
"PDCD11","nt","negative_control"
"CNNM2","nt","negative_control"
"ITPRIP","nt","negative_control"
"ITPRIP","nt","negative_control"
"PPRC1","nt","negative_control"
"TAF5","nt","negative_control"
"GSTO1","nt","negative_control"
"PAOX","nt","negative_control"
"MTG1","nt","negative_control"
"LRRC27","nt","negative_control"
"FUOM","nt","negative_control"
"FUOM","nt","negative_control"
"FUOM","nt","negative_control"
"MKI67","nt","negative_control"
"EIF4EBP2","nt","negative_control"
"EIF4EBP2","nt","negative_control"
"EIF4EBP2","nt","negative_control"
"DNAJB12","nt","negative_control"
"ADD3","nt","negative_control"
"FRA10AC1","nt","negative_control"
"FRA10AC1","nt","negative_control"
"RPP30","nt","negative_control"
"GLUD1","nt","negative_control"
"CAMK2G","nt","negative_control"
"HERC4","nt","negative_control"
"HERC4","nt","negative_control"
"POLR3A","nt","negative_control"
"NRBF2","nt","negative_control"
"ZEB1","nt","negative_control"
"PARD3","nt","negative_control"
"PARD3","nt","negative_control"
"ST8SIA6","nt","negative_control"
"RSU1","nt","negative_control"
"RSU1","nt","negative_control"
"MINDY3","nt","negative_control"
"PDSS1","nt","negative_control"
"MSRB2","nt","negative_control"
"COMMD3","nt","negative_control"
"USP6NL","nt","negative_control"
"PROSER2","nt","negative_control"
"NACC2","nt","negative_control"
"DPH7","nt","negative_control"
"DPH7","nt","negative_control"
"DPH7","nt","negative_control"
"SEC16A","nt","negative_control"
"SEC16A","nt","negative_control"
"SEC16A","nt","negative_control"
"SEC16A","rs62581550","candidate"
"INPP5E","nt","negative_control"
"INPP5E","rs62581550","candidate"
"PAXX","nt","negative_control"
"PAXX","nt","negative_control"
"PAXX","rs62581550","candidate"
"GPR107","nt","negative_control"
"GPR107","nt","negative_control"
"LRSAM1","nt","negative_control"
"MIGA2","nt","negative_control"
"SH3GLB2","nt","negative_control"
"SH3GLB2","nt","negative_control"
"SH3GLB2","nt","negative_control"
"SLC25A25","nt","negative_control"
"SLC25A25","nt","negative_control"
"CIZ1","nt","negative_control"
"CIZ1","nt","negative_control"
"NTMT1","nt","negative_control"
"PTGES2","nt","negative_control"
"ASB6","nt","negative_control"
"ASB6","nt","negative_control"
"ASB6","nt","negative_control"
"ASB6","nt","negative_control"
"ASB6","nt","negative_control"
"GTF3C5","nt","negative_control"
"GTF3C5","rs524137","candidate"
"GTF3C5","rs73660574","candidate"
"POLE3","nt","negative_control"
"WDR31","nt","negative_control"
"WDR31","nt","negative_control"
"ASTN2","nt","negative_control"
"ASTN2","nt","negative_control"
"ASTN2","nt","negative_control"
"ALAD","nt","negative_control"
"ALAD","nt","negative_control"
"NR6A1","nt","negative_control"
"MRRF","nt","negative_control"
"GSN","nt","negative_control"
"STOM","nt","negative_control"
"SNX30","nt","negative_control"
"SNX30","nt","negative_control"
"UGCG","nt","negative_control"
"INIP","nt","negative_control"
"INIP","nt","negative_control"
"ZNF462","nt","negative_control"
"MFSD14B","nt","negative_control"
"AUH","nt","negative_control"
"CEP78","nt","negative_control"
"CBWD5","nt","negative_control"
"CBWD5","nt","negative_control"
"SIGMAR1","nt","negative_control"
"SIGMAR1","nt","negative_control"
"SIGMAR1","nt","negative_control"
"SIGMAR1","nt","negative_control"
"ZCCHC7","nt","negative_control"
"HAUS6","nt","negative_control"
"HAUS6","nt","negative_control"
"HAUS6","nt","negative_control"
"PLIN2","nt","negative_control"
"NFIB","nt","negative_control"
"UHRF2","nt","negative_control"
"UHRF2","nt","negative_control"
"AK3","nt","negative_control"
"AK3","nt","negative_control"
"AK3","nt","negative_control"
"ARHGAP39","nt","negative_control"
"ZNF7","nt","negative_control"
"FAM83A","nt","negative_control"
"TATDN1","nt","negative_control"
"NDUFB9","nt","negative_control"
"UTP23","nt","negative_control"
"UTP23","nt","negative_control"
"EIF3H","nt","negative_control"
"POLR2K","nt","negative_control"
"POLR2K","nt","negative_control"
"EBAG9","nt","negative_control"
"LRP12","nt","negative_control"
"LRP12","nt","negative_control"
"MTDH","nt","negative_control"
"RPL7","nt","negative_control"
"TERF1","nt","negative_control"
"LACTB2","nt","negative_control"
"LACTB2","nt","negative_control"
"MRPS28","nt","negative_control"
"MRPS28","nt","negative_control"
"NSD3","nt","negative_control"
"GINS4","nt","negative_control"
"GINS4","nt","negative_control"
"GINS4","nt","negative_control"
"GINS4","rs4737009","candidate"
"GOLGA7","nt","negative_control"
"GOLGA7","rs4737009","candidate"
"TACC1","nt","negative_control"
"TACC1","nt","negative_control"
"RGS20","nt","negative_control"
"ERLIN2","nt","negative_control"
"ERLIN2","nt","negative_control"
"PLPBP","nt","negative_control"
"STAR","nt","negative_control"
"CHMP7","nt","negative_control"
"CHMP7","rs1010848","candidate"
"CHMP7","8:23079392_CT_C","candidate"
"SLC25A37","nt","negative_control"
"SLC25A37","nt","negative_control"
"SLC25A37","rs1010848","candidate"
"SLC25A37","8:23079392_CT_C","candidate"
"BIN3","nt","negative_control"
"BIN3","nt","negative_control"
"BIN3","nt","negative_control"
"HMBOX1","nt","negative_control"
"HMBOX1","nt","negative_control"
"HMBOX1","nt","negative_control"
"CCDC25","nt","negative_control"
"CCDC25","nt","negative_control"
"ATP6V1B2","nt","negative_control"
"ATP6V1B2","nt","negative_control"
"RPL10","nt","negative_control"
"RPL10","nt","negative_control"
"RPL10","nt","negative_control"
"CETN2","nt","negative_control"
"NSDHL","nt","negative_control"
"FBXO25","nt","negative_control"
"RBMX","nt","negative_control"
"IGSF1","nt","negative_control"
"IGSF1","nt","negative_control"
"DOCK11","nt","negative_control"
"PRPS1","nt","negative_control"
"SNX12","nt","negative_control"
"OGT","nt","negative_control"
"EBP","nt","negative_control"
"EBP","nt","negative_control"
"NONO","nt","negative_control"
"NONO","nt","negative_control"
"TAF1","nt","negative_control"
"TAF1","nt","negative_control"
"ZMYM3","nt","negative_control"
"ZNF41","nt","negative_control"
"NDUFB11","nt","negative_control"
"NDUFB11","nt","negative_control"
"KRBOX4","nt","negative_control"
"ZNF182","nt","negative_control"
"HDAC8","nt","negative_control"
"HDAC8","nt","negative_control"
"HDAC8","nt","negative_control"
"MSN","nt","negative_control"
"MSN","nt","negative_control"
"KDM6A","nt","negative_control"
"CASK","nt","negative_control"
"CASK","nt","negative_control"
"LANCL3","nt","negative_control"
"LANCL3","nt","negative_control"
"LUC7L2","nt","negative_control"
"NCAPG2","nt","negative_control"
"NCAPG2","nt","negative_control"
"NOM1","nt","negative_control"
"TLK2","nt","negative_control"
"AGBL3","nt","negative_control"
"TMEM209","nt","negative_control"
"MEPCE","nt","negative_control"
"MEPCE","nt","negative_control"
"TRIM4","nt","negative_control"
"GIGYF1","nt","negative_control"
"SLC12A9","nt","negative_control"
"TMEM168","nt","negative_control"
"TMEM168","nt","negative_control"
"ATXN7L1","nt","negative_control"
"ATXN7L1","nt","negative_control"
"ATXN7L1","nt","negative_control"
"ATXN7L1","nt","negative_control"
"ZNF92","nt","negative_control"
"ZNF92","nt","negative_control"
"ZNF92","nt","negative_control"
"PSPH","nt","negative_control"
"CCT6A","nt","negative_control"
"CCT6A","nt","negative_control"
"NIPSNAP2","nt","negative_control"
"MDH2","nt","negative_control"
"PURB","nt","negative_control"
"CDCA5","nt","negative_control"
"RBAK","nt","negative_control"
"RBAK","nt","negative_control"
"C7orf26","nt","negative_control"
"C7orf26","rs836534","candidate"
"CCZ1B","nt","negative_control"
"CCZ1B","rs836534","candidate"
"C7orf50","nt","negative_control"
"C7orf50","nt","negative_control"
"GNA12","nt","negative_control"
"VWDE","nt","negative_control"
"VWDE","nt","negative_control"
"ARMT1","nt","negative_control"
"ZMYM4","nt","negative_control"
"WTAP","nt","negative_control"
"WTAP","nt","negative_control"
"WTAP","nt","negative_control"
"TMEM181","nt","negative_control"
"TMEM181","nt","negative_control"
"DYNLT1","nt","negative_control"
"AIG1","nt","negative_control"
"SHPRH","nt","negative_control"
"SHPRH","nt","negative_control"
"MTFR2","nt","negative_control"
"MTFR2","nt","negative_control"
"SLC18B1","nt","negative_control"
"ABRACL","nt","negative_control"
"ARHGAP18","nt","negative_control"
"RNF217","nt","negative_control"
"TBC1D32","nt","negative_control"
"TBC1D32","nt","negative_control"
"RARS2","nt","negative_control"
"RARS2","nt","negative_control"
"PM20D2","nt","negative_control"
"PNRC1","nt","negative_control"
"MMS22L","nt","negative_control"
"PHIP","nt","negative_control"
"PHIP","nt","negative_control"
"IRAK1BP1","nt","negative_control"
"NFKBIE","nt","negative_control"
"NFKBIE","rs9369425","candidate"
"RPL7L1","nt","negative_control"
"RPL7L1","nt","negative_control"
"PRIM2","nt","negative_control"
"PRIM2","nt","negative_control"
"ABT1","nt","negative_control"
"DOK3","nt","negative_control"
"MMUT","nt","negative_control"
"MMUT","nt","negative_control"
"RNF44","nt","negative_control"
"FAM193B","nt","negative_control"
"FAM193B","nt","negative_control"
"HIGD2A","nt","negative_control"
"TRIM41","nt","negative_control"
"TRIM41","nt","negative_control"
"TRIM7","nt","negative_control"
"ZMAT2","nt","negative_control"
"CDKAL1","nt","negative_control"
"GFOD1","nt","negative_control"
"GFOD1","nt","negative_control"
"GFOD1","nt","negative_control"
"FARS2","nt","negative_control"
"TBC1D7","nt","negative_control"
"BOD1","nt","negative_control"
"BOD1","nt","negative_control"
"RMND5B","nt","negative_control"
"RMND5B","nt","negative_control"
"RMND5B","nt","negative_control"
"RMND5B","nt","negative_control"
"NHP2","nt","negative_control"
"NHP2","nt","negative_control"
"N4BP3","nt","negative_control"
"ZNF300","nt","negative_control"
"G3BP1","nt","negative_control"
"G3BP1","nt","negative_control"
"TNIP1","nt","negative_control"
"PCYOX1L","nt","negative_control"
"PCYOX1L","nt","negative_control"
"FBXO38","nt","negative_control"
"FBXO38","nt","negative_control"
"RNF145","nt","negative_control"
"DDX46","nt","negative_control"
"DDX46","nt","negative_control"
"ARHGAP26","nt","negative_control"
"YIPF5","nt","negative_control"
"YIPF5","nt","negative_control"
"YIPF5","nt","negative_control"
"ATG12","nt","negative_control"
"COMMD10","nt","negative_control"
"FEM1C","nt","negative_control"
"TNFAIP8","nt","negative_control"
"TSLP","nt","negative_control"
"TSLP","nt","negative_control"
"FBXL17","nt","negative_control"
"FBXL17","nt","negative_control"
"FBXL17","nt","negative_control"
"BTF3","nt","negative_control"
"SLC30A5","nt","negative_control"
"SLC30A5","nt","negative_control"
"PPIP5K2","nt","negative_control"
"PPIP5K2","nt","negative_control"
"PPIP5K2","nt","negative_control"
"PPIP5K2","nt","negative_control"
"GIN1","nt","negative_control"
"GIN1","nt","negative_control"
"GIN1","nt","negative_control"
"GIN1","nt","negative_control"
"RASA1","nt","negative_control"
"RASA1","nt","negative_control"
"IQGAP2","nt","negative_control"
"SSBP2","nt","negative_control"
"LHFPL2","nt","negative_control"
"LHFPL2","nt","negative_control"
"LHFPL2","nt","negative_control"
"PIK3R1","nt","negative_control"
"SKP2","nt","negative_control"
"RPL37","nt","negative_control"
"MYO10","nt","negative_control"
"SRD5A1","nt","negative_control"
"SRD5A1","nt","negative_control"
"SRD5A1","nt","negative_control"
"NDUFS6","nt","negative_control"
"NDUFS6","nt","negative_control"
"CYP4V2","nt","negative_control"
"CBR4","nt","negative_control"
"CBR4","nt","negative_control"
"RPS3A","nt","negative_control"
"NAF1","nt","negative_control"
"NAF1","nt","negative_control"
"USP53","nt","negative_control"
"METTL14","nt","negative_control"
"CCNA2","nt","negative_control"
"SPATA5","nt","negative_control"
"TIFA","nt","negative_control"
"CISD2","nt","negative_control"
"TBCK","nt","negative_control"
"PYURF","nt","negative_control"
"SNCA","nt","negative_control"
"KLHL8","nt","negative_control"
"KLHL8","nt","negative_control"
"TRMT10A","nt","negative_control"
"TRMT10A","nt","negative_control"
"TRMT10A","nt","negative_control"
"ENOPH1","nt","negative_control"
"ENOPH1","nt","negative_control"
"SLC10A4","nt","negative_control"
"SLC10A4","nt","negative_control"
"CENPC","nt","negative_control"
"LYAR","nt","negative_control"
"FIP1L1","nt","negative_control"
"FIP1L1","nt","negative_control"
"FIP1L1","nt","negative_control"
"FIP1L1","nt","negative_control"
"DGKQ","nt","negative_control"
"DGKQ","nt","negative_control"
"EIF2B5","nt","negative_control"
"TM4SF19","nt","negative_control"
"TM4SF19","rs9325434","candidate"
"TM4SF19","rs4916481","candidate"
"TM4SF19","rs11712192","candidate"
"TM4SF19","rs181424108","candidate"
"EAF2","nt","negative_control"
"EAF2","nt","negative_control"
"MANF","nt","negative_control"
"DCAF1","nt","negative_control"
"TCTA","nt","negative_control"
"RUBCN","nt","negative_control"
"TMEM44","nt","negative_control"
"TMEM44","nt","negative_control"
"TMEM44","nt","negative_control"
"TMEM44","nt","negative_control"
"TMEM44","nt","negative_control"
"LPP","nt","negative_control"
"TRPC1","nt","negative_control"
"EIF2A","nt","negative_control"
"SRPRB","nt","negative_control"
"SRPRB","nt","negative_control"
"ATG3","nt","negative_control"
"RABL3","nt","negative_control"
"ABHD10","nt","negative_control"
"ABHD10","nt","negative_control"
"ABHD10","nt","negative_control"
"COL8A1","nt","negative_control"
"COL8A1","nt","negative_control"
"LIMD1","nt","negative_control"
"TMF1","nt","negative_control"
"ARL6IP5","nt","negative_control"
"UBA3","nt","negative_control"
"UBA3","nt","negative_control"
"SHQ1","nt","negative_control"
"RPL32","nt","negative_control"
"RPL32","nt","negative_control"
"CAND2","nt","negative_control"
"CAND2","nt","negative_control"
"IQSEC1","nt","negative_control"
"CTDSPL","nt","negative_control"
"CTDSPL","nt","negative_control"
"GOLGA4","nt","negative_control"
"SLC25A38","nt","negative_control"
"CSRNP1","nt","negative_control"
"POMGNT2","nt","negative_control"
"DYNC1LI1","nt","negative_control"
"DYNC1LI1","nt","negative_control"
"EAF1","nt","negative_control"
"GMPPA","nt","negative_control"
"STK11IP","nt","negative_control"
"CNOT9","nt","negative_control"
"CNOT9","nt","negative_control"
"CNOT9","nt","negative_control"
"CTDSP1","nt","negative_control"
"CTDSP1","nt","negative_control"
"RETREG2","nt","negative_control"
"RAB5A","nt","negative_control"
"RAB5A","nt","negative_control"
"VGLL4","nt","negative_control"
"FANCD2","nt","negative_control"
"FANCD2","nt","negative_control"
"FANCD2","nt","negative_control"
"DIS3L2","nt","negative_control"
"COPS7B","nt","negative_control"
"COPS7B","nt","negative_control"
"ANKMY1","nt","negative_control"
"ANKMY1","nt","negative_control"
"HES6","nt","negative_control"
"HES6","nt","negative_control"
"RHBDD1","nt","negative_control"
"SUMF1","nt","negative_control"
"SUMF1","nt","negative_control"
"SPAG16","nt","negative_control"
"KANSL1L","nt","negative_control"
"KANSL1L","nt","negative_control"
"NBEAL1","nt","negative_control"
"NBEAL1","nt","negative_control"
"PTH2R","nt","negative_control"
"PTH2R","nt","negative_control"
"METTL21A","nt","negative_control"
"CCDC150","nt","negative_control"
"HSPD1","nt","negative_control"
"HSPD1","nt","negative_control"
"GULP1","nt","negative_control"
"GULP1","nt","negative_control"
"PHOSPHO2","nt","negative_control"
"UBR3","nt","negative_control"
"DLX1","nt","negative_control"
"CDCA7","nt","negative_control"
"CDCA7","nt","negative_control"
"LNPK","nt","negative_control"
"SCRN3","nt","negative_control"
"PKP4","nt","negative_control"
"PKP4","nt","negative_control"
"AMMECR1L","nt","negative_control"
"POLR2D","nt","negative_control"
"POLR2D","nt","negative_control"
"SPOPL","nt","negative_control"
"UBXN4","nt","negative_control"
"UBXN4","nt","negative_control"
"FAHD2B","nt","negative_control"
"FAHD2B","nt","negative_control"
"FAHD2B","nt","negative_control"
"LIPT1","nt","negative_control"
"ZC3H8","nt","negative_control"
"ZC3H8","nt","negative_control"
"SLC20A1","nt","negative_control"
"NT5DC4","nt","negative_control"
"NT5DC4","nt","negative_control"
"NT5DC4","nt","negative_control"
"TMEM177","nt","negative_control"
"RALB","nt","negative_control"
"DUSP11","nt","negative_control"
"DUSP11","nt","negative_control"
"DUSP11","nt","negative_control"
"DUSP11","nt","negative_control"
"TEX261","nt","negative_control"
"SFXN5","nt","negative_control"
"TPRKB","nt","negative_control"
"SNRNP200","nt","negative_control"
"SNRNP200","nt","negative_control"
"SNRNP200","nt","negative_control"
"SNRNP200","nt","negative_control"
"ZNF514","nt","negative_control"
"CIAO1","nt","negative_control"
"CIAO1","nt","negative_control"
"MEIS1","nt","negative_control"
"SNRPG","nt","negative_control"
"ETAA1","nt","negative_control"
"ETAA1","nt","negative_control"
"ASXL2","nt","negative_control"
"VPS54","nt","negative_control"
"WDPCP","nt","negative_control"
"WDPCP","nt","negative_control"
"RPS27A","nt","negative_control"
"CHAC2","nt","negative_control"
"CALM2","nt","negative_control"
"EML4","nt","negative_control"
"CAMKMT","nt","negative_control"
"GALM","nt","negative_control"
"HNRNPLL","nt","negative_control"
"PDIA6","nt","negative_control"
"PDIA6","nt","negative_control"
"PDIA6","nt","negative_control"
"ARL8A","nt","negative_control"
"ARL8A","nt","negative_control"
"PTPN7","nt","negative_control"
"EPHX1","nt","negative_control"
"LBR","nt","negative_control"
"LBR","nt","negative_control"
"PYCR2","nt","negative_control"
"PYCR2","rs9943081","candidate"
"PSEN2","nt","negative_control"
"PSEN2","nt","negative_control"
"PARP1","nt","negative_control"
"PARP1","nt","negative_control"
"PARP1","nt","negative_control"
"PARP1","rs9943081","candidate"
"MBOAT2","nt","negative_control"
"C1orf35","nt","negative_control"
"CNIH3","nt","negative_control"
"CNIH3","nt","negative_control"
"CDC42BPA","nt","negative_control"
"GUK1","nt","negative_control"
"CNIH4","nt","negative_control"
"ARF1","nt","negative_control"
"ARF1","nt","negative_control"
"FBXO28","nt","negative_control"
"DEGS1","nt","negative_control"
"SDE2","nt","negative_control"
"SDE2","rs9943081","candidate"
"NVL","nt","negative_control"
"SRP9","nt","negative_control"
"SRP9","nt","negative_control"
"SNAP47","nt","negative_control"
"SNAP47","nt","negative_control"
"ACP1","nt","negative_control"
"LYST","nt","negative_control"
"SCCPDH","nt","negative_control"
"TTC13","nt","negative_control"
"GALNT2","nt","negative_control"
"C1orf131","nt","negative_control"
"RIT1","nt","negative_control"
"RIT1","nt","negative_control"
"ILF2","nt","negative_control"
"ILF2","nt","negative_control"
"C1orf43","nt","negative_control"
"AQP10","nt","negative_control"
"CREB3L4","nt","negative_control"
"CREB3L4","nt","negative_control"
"HAX1","nt","negative_control"
"HAX1","nt","negative_control"
"SLC39A1","nt","negative_control"
"UBAP2L","nt","negative_control"
"SNAPIN","nt","negative_control"
"SNAPIN","nt","negative_control"
"TPM3","nt","negative_control"
"TPM3","nt","negative_control"
"RAB13","nt","negative_control"
"RAB13","nt","negative_control"
"JTB","nt","negative_control"
"JTB","nt","negative_control"
"ADAM15","nt","negative_control"
"ADAM15","nt","negative_control"
"ADAM15","nt","negative_control"
"ATP8B2","nt","negative_control"
"ATP8B2","nt","negative_control"
"TP53BP2","nt","negative_control"
"DUSP10","nt","negative_control"
"SMYD2","nt","negative_control"
"TAF1A","nt","negative_control"
"TAF1A","nt","negative_control"
"TAF1A","nt","negative_control"
"INTS7","nt","negative_control"
"INTS7","nt","negative_control"
"EIF2D","nt","negative_control"
"DYRK3","nt","negative_control"
"DTL","nt","negative_control"
"DTL","nt","negative_control"
"DTL","nt","negative_control"
"GABPB2","nt","negative_control"
"GOLPH3L","nt","negative_control"
"C1orf56","nt","negative_control"
"C1orf56","nt","negative_control"
"POGZ","nt","negative_control"
"ARNT","nt","negative_control"
"MRPL9","nt","negative_control"
"MRPL9","nt","negative_control"
"MRPL9","nt","negative_control"
"LSP1P4","nt","negative_control"
"LSP1P4","nt","negative_control"
"ENSA","nt","negative_control"
"ENSA","nt","negative_control"
"CERS2","nt","negative_control"
"SELENBP1","nt","negative_control"
"ANXA9","nt","negative_control"
"ANXA9","nt","negative_control"
"MINDY1","nt","negative_control"
"ANP32E","nt","negative_control"
"PIP5K1A","nt","negative_control"
"PI4KB","nt","negative_control"
"PI4KB","nt","negative_control"
"RFX5","nt","negative_control"
"RFX5","nt","negative_control"
"MCL1","nt","negative_control"
"ADAMTSL4","nt","negative_control"
"SETDB1","nt","negative_control"
"SNX27","nt","negative_control"
"SNX27","nt","negative_control"
"TARS2","nt","negative_control"
"TARS2","nt","negative_control"
"TARS2","nt","negative_control"
"ZNF687","nt","negative_control"
"ECM1","nt","negative_control"
"ECM1","nt","negative_control"
"SF3B4","nt","negative_control"
"SF3B4","nt","negative_control"
"PRUNE1","nt","negative_control"
"LYPLAL1","nt","negative_control"
"HMCN1","nt","negative_control"
"HMCN1","nt","negative_control"
"TOR1AIP1","nt","negative_control"
"TOR1AIP1","nt","negative_control"
"TOR1AIP1","nt","negative_control"
"XPR1","nt","negative_control"
"ABL2","nt","negative_control"
"ABL2","nt","negative_control"
"HDGF","nt","negative_control"
"ISG20L2","nt","negative_control"
"PIGM","nt","negative_control"
"PIGM","nt","negative_control"
"PIGM","nt","negative_control"
"MRPL24","nt","negative_control"
"PRCC","nt","negative_control"
"PRCC","nt","negative_control"
"USP21","nt","negative_control"
"USP21","rs4575098","candidate"
"PFDN2","nt","negative_control"
"PFDN2","rs4575098","candidate"
"SDHC","nt","negative_control"
"SDHC","nt","negative_control"
"SDHC","rs4575098","candidate"
"RGS5","nt","negative_control"
"NUF2","nt","negative_control"
"FCGR2A","nt","negative_control"
"FCGR2A","rs4575098","candidate"
"PPOX","nt","negative_control"
"PPOX","rs4575098","candidate"
"UFC1","nt","negative_control"
"UFC1","rs4575098","candidate"
"COP1","nt","negative_control"
"COP1","nt","negative_control"
"MGST3","nt","negative_control"
"MGST3","nt","negative_control"
"MGST3","nt","negative_control"
"POU2F1","nt","negative_control"
"TMCO1","nt","negative_control"
"TMCO1","nt","negative_control"
"UCK2","nt","negative_control"
"DCAF6","nt","negative_control"
"CREG1","nt","negative_control"
"MPC2","nt","negative_control"
"POGK","nt","negative_control"
"NME7","nt","negative_control"
"TIPRL","nt","negative_control"
"ATP1B1","nt","negative_control"
"ATP1B1","nt","negative_control"
"ALDH9A1","nt","negative_control"
"ALDH9A1","nt","negative_control"
"ALDH9A1","nt","negative_control"
"ALDH9A1","nt","negative_control"
"CELSR2","nt","negative_control"
"CD53","nt","negative_control"
"PSMA5","nt","negative_control"
"STRIP1","nt","negative_control"
"STRIP1","nt","negative_control"
"CTTNBP2NL","nt","negative_control"
"CTTNBP2NL","nt","negative_control"
"ZNF697","nt","negative_control"
"IGSF3","nt","negative_control"
"MTF2","nt","negative_control"
"MTF2","nt","negative_control"
"MTF2","nt","negative_control"
"LMO4","nt","negative_control"
"PTPRF","nt","negative_control"
"PTPRF","nt","negative_control"
"PTPRF","nt","negative_control"
"KIF2C","nt","negative_control"
"RPS8","nt","negative_control"
"TINAGL1","nt","negative_control"
"TINAGL1","nt","negative_control"
"PIGK","nt","negative_control"
"PRKACB","nt","negative_control"
"PRKACB","nt","negative_control"
"BCL10","nt","negative_control"
"SERBP1","nt","negative_control"
"ITGB3BP","nt","negative_control"
"ITGB3BP","nt","negative_control"
"ITGB3BP","nt","negative_control"
"HSPG2","nt","negative_control"
"HSPG2","nt","negative_control"
"NBPF3","nt","negative_control"
"NBPF3","nt","negative_control"
"NBPF3","nt","negative_control"
"WDTC1","nt","negative_control"
"GPN2","nt","negative_control"
"PLK4","nt","negative_control"
"EVA1B","nt","negative_control"
"KIAA0319L","nt","negative_control"
"KIAA0319L","nt","negative_control"
"C1orf216","nt","negative_control"
"ZNF593","nt","negative_control"
"ZNF593","rs4526602","candidate"
"RPL11","nt","negative_control"
"SH3BGRL3","nt","negative_control"
"SH3BGRL3","rs4526602","candidate"
"MYOM3","nt","negative_control"
"PGD","nt","negative_control"
"PGD","nt","negative_control"
"PGD","nt","negative_control"
"PEX14","nt","negative_control"
"PEX14","nt","negative_control"
"EFHD2","nt","negative_control"
"EFHD2","nt","negative_control"
"ARHGEF19","nt","negative_control"
"RERE","nt","negative_control"
"ZNF614","nt","negative_control"
"ZNF614","nt","negative_control"
"RCN3","nt","negative_control"
"NOSIP","nt","negative_control"
"CTU1","nt","negative_control"
"RPL13A","nt","negative_control"
"RPS11","nt","negative_control"
"ZNF473","nt","negative_control"
"PSMB6","nt","negative_control"
"CARM1","nt","negative_control"
"CARM1","nt","negative_control"
"TIMM29","nt","negative_control"
"ZNF787","nt","negative_control"
"ZNF787","nt","negative_control"
"ZNF787","nt","negative_control"
"ERVK3-1","nt","negative_control"
"CAPN10","nt","negative_control"
"CAPN10","nt","negative_control"
"CAPN10","nt","negative_control"
"RNPEPL1","nt","negative_control"
"WTIP","nt","negative_control"
"WTIP","nt","negative_control"
"WTIP","nt","negative_control"
"GEMIN7","nt","negative_control"
"GEMIN7","rs1065853","candidate"
"SAE1","nt","negative_control"
"EMP3","nt","negative_control"
"AKT1","nt","negative_control"
"URB1","nt","negative_control"
"DOP1B","nt","negative_control"
"SCYL1","nt","negative_control"
"TRPM2","nt","negative_control"
"TRPM2","nt","negative_control"
"SOD1","nt","negative_control"
"SOD1","nt","negative_control"
"SOD1","nt","negative_control"
"IFNAR1","nt","negative_control"
"PGGHG","nt","negative_control"
"PGGHG","nt","negative_control"
"IFITM3","nt","negative_control"
"SIRT3","nt","negative_control"
"SIRT3","nt","negative_control"
"ZFP14","nt","negative_control"
"ZFP14","nt","negative_control"
"CCDC97","nt","negative_control"
"CCDC97","nt","negative_control"
"CCDC97","nt","negative_control"
"DPP9","nt","negative_control"
"DUS3L","nt","negative_control"
"DUS3L","nt","negative_control"
"SH3GL1","nt","negative_control"
"SH3GL1","nt","negative_control"
"MVB12A","nt","negative_control"
"FEM1A","nt","negative_control"
"FEM1A","nt","negative_control"
"PFKL","nt","negative_control"
"PFKL","nt","negative_control"
"PRDM15","nt","negative_control"
"PLPP2","nt","negative_control"
"PLPP2","nt","negative_control"
"TPGS1","nt","negative_control"
"NFIC","nt","negative_control"
"NFIC","nt","negative_control"
"SLC39A3","nt","negative_control"
"BRD4","nt","negative_control"
"BRD4","nt","negative_control"
"BRD4","nt","negative_control"
"BRD4","nt","negative_control"
"BRD4","nt","negative_control"
"SAMD1","nt","negative_control"
"SAMD1","nt","negative_control"
"SAMD1","nt","negative_control"
"CACNA1A","nt","negative_control"
"TXNL4A","nt","negative_control"
"TXNL4A","nt","negative_control"
"TXNL4A","nt","negative_control"
"IGFBP4","nt","negative_control"
"PNMT","nt","negative_control"
"PNMT","nt","negative_control"
"MIEN1","nt","negative_control"
"ERBB2","nt","negative_control"
"RETREG3","nt","negative_control"
"RETREG3","nt","negative_control"
"NT5C3B","nt","negative_control"
"P3H4","nt","negative_control"
